Map,Idx,NameSingle,NamePlural,Typ,Lvl,LvlRnd,Count,Adds,Flee%,Cast%,Drop%,XP,Gold
7,34,McDoughty Moocher,McDoughty Moochers,35,2,1,2,1,15,0,40,51,60
7,35,McUgly Moocher,McUgly Moochers,36,3,0,3,1,18,0,35,69,75
7,36,McDinky Moocher,McDinky Moochers,37,4,0,2,1,16,30,35,83,105
7,37,McUgly Mage,McUgly Mages,45,3,1,3,1,16,95,80,99,80
7,38,Dinky Duelist,Dinky Duelists,29,3,1,3,1,16,0,35,58,50
7,39,Dinky Duelist,Dinky Duelists,29,4,0,3,1,12,0,35,57,50
8,0,Nice Northlands Sister,Nice Northlands Sisters,40,5,0,1,1,40,50,15,422,200
8,1,Naughty Northlands Sister,Naughty Northlands Sisters,40,6,0,1,1,40,20,15,477,200
8,2,Nasty Northlands Sister,Nasty Northlands Sisters,40,7,0,1,1,40,40,20,656,200
8,3,Clumsy Caber Caster,Clumsy Caber Casters,27,4,0,1,1,40,30,20,447,200
8,4,Crabby Caber Caster,Crabby Caber Casters,27,5,0,1,1,40,30,30,550,150
8,5,Cranky Caber Caster,Cranky Caber Casters,27,6,0,1,1,40,30,20,577,350
8,6,Clumsy Caber Catcher,Clumsy Caber Catchers,32,6,0,1,1,40,40,15,377,186
8,7,Crabby Caber Catcher,Crabby Caber Catchers,32,7,0,1,1,40,40,15,498,150
8,8,Cranky Caber Catcher,Cranky Caber Catchers,32,8,0,1,1,40,40,15,545,133
8,9,Careful Caber Catcher,Careful Caber Catchers,32,9,0,1,1,100,50,20,747,298
8,10,Mocking McUgly Berserker,Mocking McUgly Berserkers,25,4,0,2,1,60,40,20,309,100
8,11,Mean McUgly Berserker,Mean McUgly Berserkers,25,5,0,1,1,60,40,20,411,121
8,12,Menacing McUgly Berserker,Menacing McUgly Berserkers,25,6,0,1,1,80,45,25,611,191
8,13,Bothersome McUgly Burglar,Bothersome McUgly Burglars,36,5,0,2,1,40,50,25,366,100
8,14,Bilious McUgly Burglar,Bilious McUgly Burglars,36,6,0,1,1,50,50,20,399,200
8,15,Baleful McUgly Burglars,Baleful McUgly Burglars,36,7,0,2,1,55,45,18,499,150
8,16,Evil McUgly Illusionist,Evil McUgly Illusionists,45,5,1,2,1,25,95,25,602,275
8,17,Awful McUgly Illusionist,Awful McUgly Illusionists,45,7,0,2,1,30,95,25,751,313
8,18,Blasted McMinimal Bishop,Blasted McMinimal Bishops,42,5,2,1,1,60,75,20,456,300
8,19,Mean McMinimal Masher,Mean McMinimal Mashers,38,6,0,2,1,40,30,15,401,200
8,20,Menacing McMinimal Masher,Menacing McMinimal Mashers,38,7,0,1,1,45,50,15,447,250
8,21,Evil McMinimal Enchanter,Evil McMinimal Enchanters,46,5,1,2,1,45,95,20,324,150
8,22,Awful McMinimal Enchanter,Awful McMinimal Enchanters,46,7,1,2,1,50,95,20,422,120
8,23,Smallish Giant,Smallish Giants,18,4,1,1,1,50,0,0,896,130
8,24,Monstrous McMinimal Masher,Monstrous McMinimal Mashers,38,8,0,2,1,60,40,15,602,230
8,25,Scary McMinimal Sorceror,Scary McMinimal Sorcerors,46,9,0,1,1,40,95,20,800,300
8,26,Giant,Giants,18,6,0,2,0,60,0,15,1211,125
8,27,Monstrous Magical Servant,Monstrous Magical Servants,17,4,0,1,1,33,50,20,1151,200
8,28,Menacing Magical Servant,Menacing Magical Servants,17,5,0,1,1,44,0,15,1255,422
8,29,Conniving Construct,Conniving Constructs,17,3,0,2,1,55,75,20,1141,140
8,30,Charging Construct,Charging Constructs,17,3,1,2,1,60,65,25,1231,200
8,31,Not Very Large Giant,Not Very Large Giants,18,4,0,4,0,70,0,25,866,125
8,32,Average Giant,Average Giants,18,5,0,3,1,70,0,25,904,200
8,33,Evilly Average Giant,Evilly Average Giants,18,6,0,2,1,60,0,20,1133,100
8,34,Pict,Picts,7,1,0,2,1,80,0,20,832,50
8,35,Prowling Pict,Prowling Picts,7,2,0,1,1,80,0,30,991,79
8,36,Predatory Pict,Predatory Picts,7,3,0,1,0,60,0,40,1040,150
8,37,Fleance's Shade,Fleance's Shades,20,1,0,1,0,80,30,50,5000,2000
8,38,Fleance's Ghost,Fleance's Ghost,20,2,0,1,0,80,30,30,7500,2500
8,39,The Ghost of Fleance,The Ghost of Fleance,20,3,0,1,0,80,30,40,10000,3000
9,0,Prowling Panther,Prowling Panthers,1,8,0,5,1,33,0,15,599,50
9,1,Preying Panther,Preying Panthers,1,9,0,3,1,55,0,20,683,150
9,2,Prowling Panther,Prowling Panthers,1,8,0,5,1,35,0,20,598,100
9,3,Preying Panther,Preying Panthers,1,9,0,3,1,66,0,20,703,125
9,4,Peckish Panther,Peckish Panthers,1,10,0,1,1,60,0,25,955,175
9,5,Peckish Panther,Peckish Panthers,1,10,0,1,1,80,0,15,955,150
9,6,Perturbed Panther,Perturbed Panthers,1,11,0,1,1,80,0,15,1121,200
9,7,Perturbed Panther,Perturbed Panthers,1,11,0,1,0,80,0,20,1121,200
9,8,Mighty McMinimal Masher,Mighty McMinimal Mashers,38,6,2,3,1,40,40,25,583,250
9,9,Beastly McUgly Burglar,Beastly McUgly Burglars,36,5,2,4,1,44,50,15,647,100
9,10,Careless Caber Casters,Careless Caber Casters,27,5,1,4,1,33,33,15,329,150
9,11,Clumsy Caber Catcher,Clumsy Caber Catchers,32,7,2,4,1,0,33,10,488,200
9,12,Knavish Scottish Knight,Knavish Scottish Knights,26,5,1,5,1,44,44,15,377,150
9,13,Sneaky Scottish Scout,Sneaky Scottish Scouts,30,5,2,5,1,33,33,20,411,134
9,14,Sinister Scottish Scout,Sinister Scottish Scouts,30,8,2,3,1,0,66,10,588,100
9,15,Strathclyde Sneak,Strathclyde Sneaks,34,5,1,6,1,44,44,20,366,150
9,16,Sinister Strathclyde Sneak,Sinister Strathclyde Sneaks,34,7,1,4,1,60,40,15,512,150
9,17,McDinky Knight,McDinky Knights,29,5,1,4,1,44,60,20,841,150
9,18,Slyfoot Scout,Slyfoot Scouts,33,5,1,5,1,33,33,20,599,100
9,19,Sylvan Scout,Sylvan Scouts,31,5,1,5,1,33,40,20,555,100
9,20,McDoughty Burglar,McDoughty Burglars,35,5,2,4,1,60,40,15,683,145
9,21,Dwarf at Arms,Dwarves at Arms,28,5,2,5,1,44,45,20,547,150
9,22,Minotaur,Minotaurs,3,5,0,5,1,70,0,15,577,75
9,23,Marauding Minotaur,Marauding Minotaurs,3,6,0,3,1,70,0,20,611,300
9,24,Nasty McDinky Knight,Nasty McDinky Knights,29,7,0,5,1,70,45,20,1121,75
9,25,Sinister Slyfoot Scout,Sinister Slyfoot Scouts,33,7,1,3,1,44,25,15,1177,100
9,26,Shrewd Sylvan Scout,Shrewd Sylvan Scouts,31,7,1,4,1,88,33,15,1345,50
9,27,Imp,Imps,19,1,0,1,1,88,80,15,1323,200
9,28,Evil Imp,Evil Imps,19,2,0,1,1,100,50,15,1451,120
9,29,Joker,Jokers,19,3,0,1,1,122,70,20,1635,150
9,30,Pict,Picts,7,1,0,3,0,60,0,30,1355,175
9,31,Prowling Pict,Prowling Picts,7,2,0,2,1,80,0,20,1433,100
9,32,Pursuing Pict,Pursuing Picts,7,3,0,1,1,100,0,20,1565,150
9,33,Lethal Leopard,Lethal Leopards,1,11,0,2,1,60,0,15,1522,100
9,34,Wimpy Wyvern,Wimpy Wyverns,14,2,0,2,1,50,40,15,1412,854
9,35,Wyvern,Wyverns,14,3,0,2,1,80,60,20,1476,688
9,36,Winglet,Winglets,14,4,0,1,1,120,60,20,1789,923
9,37,Wandering Wraith,Wandering Wraiths,11,2,0,4,1,33,60,25,1122,300
9,38,Wily Wraith,Wily Wraiths,11,3,0,4,1,44,80,25,1197,146
9,39,Wary Wraith,Wary Wraiths,11,4,0,3,1,55,95,20,1255,450
10,0,McUgly Berserker,McUgly Berserkers,25,4,1,3,1,50,44,18,544,100
10,1,Mean McUgly Berserker,Mean McUgly Berserkers,25,6,0,2,1,50,50,21,765,150
10,2,Stylish Scottish Berserker,Stylish Scottish Berserkers,23,5,1,3,1,40,35,15,897,100
10,3,Snazzy Scottish Berserker,Snazzy Scottish Berserkers,23,7,1,3,1,40,40,22,1197,250
10,4,Bouncy Bernician Berserker,Bouncy Bernician Berserkers,22,5,1,3,1,55,50,20,767,122
10,5,Bright Bernician Berserker,Bright Bernician Berskers,22,7,1,2,1,60,0,15,1025,166
10,6,Cool Caber Catcher,Cool Caber Catchers,32,7,1,3,1,45,35,15,511,50
10,7,Cunning Caber Catcher,Cunning Caber Catchers,32,9,0,3,1,55,45,15,647,100
10,8,Stylish Scottish Scout,Stylish Scottish Scouts,30,5,1,4,1,33,33,15,597,200
10,9,Snazzy Scottish Scout,Snazzy Scottish Scouts,30,7,1,3,1,44,35,15,699,250
10,10,Smokin' Scottish Scout,Smokin' Scottish Scouts,30,9,1,2,1,50,44,15,833,300
10,11,Short Slyfoot Scout,Short Slyfoot Scouts,33,5,1,3,1,60,25,15,900,188
10,12,Stout Slyfoot Scout,Stout Slyfoot Scouts,33,7,1,2,1,70,30,15,1031,266
10,13,Sneaky Sylvan Scout,Sneaky Sylvan Scouts,31,5,1,3,1,50,40,15,801,150
10,14,Sordid Sylvan Scout,Sordid Sylvan Scouts,31,7,1,2,1,40,50,15,945,223
10,15,Bucolic Berserker,Bucolic Berserkers,24,5,1,3,1,40,36,15,721,188
10,16,Brawny Bucolic Berserker,Brawny Bucolic Berserkers,24,7,1,1,1,40,42,15,997,288
10,17,Smart Sylvan Scholar,Smart Sylvan Scholars,39,5,2,3,1,40,65,15,698,100
10,18,Shrewd Sylvan Scholar,Shrewd Sylvan Scholars,39,8,1,1,1,40,65,20,1021,250
10,19,Minotaur Heifer,Minotaur Heifers,3,6,0,1,1,45,0,20,599,75
10,20,Mean Minotaur Heifer,Mean Minotaur Heifers,3,7,0,1,1,55,0,20,931,100
10,21,Hissing Harpy,Hissing Harpies,15,1,1,2,1,60,0,15,599,100
10,22,Horrid Harpy,Horrid Harpies,15,3,1,2,1,60,0,20,1120,200
10,23,Piglet,Piglets,5,1,0,2,1,50,0,15,678,300
10,24,Harpy,Harpies,15,1,0,1,1,0,0,20,812,300
10,25,Hissing Harpy,Hissing Harpies,15,2,0,1,0,0,0,20,966,250
10,26,Hateful Harpy,Hateful Harpies,15,3,0,1,0,0,0,25,1121,400
10,27,Horrid Harpy,Horrid Harpies,15,4,0,1,1,0,0,20,1311,150
10,28,Pugnacious Piglet,Pugnacious Piglets,5,2,0,2,1,40,0,15,1047,50
10,29,Pugilistic Piglet,Pugilistic Piglets,5,3,0,2,1,40,0,20,1034,150
10,30,Pig,Pigs,5,4,0,1,1,60,0,10,1133,50
10,31,Pugnacious Pig,Pugnacious Pigs,5,5,0,1,1,65,0,15,1299,50
10,32,Pugilistic Pig,Pugilistic Pigs,5,6,0,1,0,77,0,20,1602,100
10,33,Minotaur Heifer,Minotaur Heifers,3,6,0,1,1,0,0,20,1092,200
10,34,Mean Minotaur Heifer,Mean Minotaur Heifers,3,7,0,1,1,0,0,30,1213,250
10,35,Snarling Spaniel,Snarling Spaniels,13,1,0,1,1,40,0,20,1244,200
10,36,Spiteful Spaniel,Spiteful Spaniels,13,2,0,1,1,70,0,25,1356,225
10,37,Mangy Mongrel,Mangy Mongrels,13,3,0,1,1,70,0,20,1512,350
10,38,Wanton Winglet,Wanton Winglets,14,1,1,1,1,60,50,20,1466,300
10,39,Wicked Winglet,Wicked Winglets,14,2,0,1,1,50,70,25,1755,100
11,0,Slyfoot Scout,Slyfoot Scouts,33,5,1,3,1,80,50,15,400,30
11,1,Slyfoot Scout,Slyfoot Scouts,33,7,1,1,1,70,50,15,529,75
11,2,Bernician Berserker,Bernician Berserker,22,5,1,1,1,70,20,15,477,150
11,3,Bernician Berserker,Bernician Berserker,22,7,1,1,1,80,40,15,668,200
11,4,Caber Catcher,Caber Catchers,32,8,1,1,1,60,40,20,877,300
11,5,Strathclyde Sorceror,Strathclyde Sorcerors,43,6,1,2,1,80,95,15,676,177
11,6,McDinky Minister,McDinky Ministers,41,6,1,4,1,60,40,20,421,300
11,7,Caber Chaplain,Caber Chaplains,40,6,1,4,1,70,40,15,477,200
11,8,Strathclyde Sneak,Strathclyde Sneaks,34,6,1,1,1,60,33,20,694,100
11,9,McDinky Kaniggit,McDinky Knights,29,6,1,4,1,70,35,15,833,120
11,10,McMinimal Masher,McMinimal Mashers,38,6,1,4,1,70,35,15,702,120
11,11,McUgly Mugger,McUgly Muggers,36,6,1,3,1,60,33,20,829,250
11,12,Caber Kaniggit,Caber Casters,27,5,1,6,1,70,45,15,611,100
11,13,McDoughty Dastard,McDoughty Dastards,35,6,1,4,1,70,60,15,688,200
11,14,Snarling Spaniel,Snarling Spaniels,13,1,1,2,1,60,0,15,1021,200
11,15,Harpy,Harpies,15,1,0,5,1,60,0,15,1098,300
11,16,Hungry Harpy,Hungry Harpies,15,3,0,2,1,60,0,20,1272,287
11,17,Rank Wraith,Rank Wraiths,41,2,1,2,1,70,60,20,1066,166
11,18,Skeletal Soldier,Skeletal Soldiers,8,4,0,3,1,0,40,20,412,210
11,19,Ghastly Ghost,Ghastly Ghosts,9,4,0,2,1,80,70,20,945,120
11,20,Gruesome Ghost,Gruesome Ghosts,9,5,0,2,1,70,55,20,1177,200
11,21,Vampire,Vampire,12,2,0,1,1,70,0,25,1162,200
11,22,Vengeful Vampire,Vengeful Vampires,12,3,0,1,1,80,0,25,1309,150
11,23,Hungry Ghoul,Hungry Ghouls,10,1,2,2,1,40,0,15,1388,160
11,24,Gluttonous Ghoul,Gluttonous Ghouls,10,4,0,1,1,70,0,20,1542,100
11,25,Ghostly General,Ghostly Generals,9,6,0,3,1,80,55,15,1622,150
11,26,Sinister Skeletal Soldier,Sinister Skeletal Soldiers,8,5,0,4,1,0,40,15,699,150
11,27,Rotten Wraith,Rotten Wraiths,11,4,0,3,1,50,95,20,1189,125
11,28,Vengeful Vampiric Valet,Vengeful Vampiric Valets,12,4,0,3,1,0,0,20,1312,275
11,29,Hungry Harpy Harlot,Hungry Harpy Harlots,15,4,0,3,1,50,0,15,1389,250
11,30,Menacing Mongrel ,Menacing Mongrels,13,3,0,1,1,50,0,20,1341,300
11,31,Monstrous Mongrel,Monstrous Mongrels,13,4,0,1,1,50,0,20,1477,450
11,32,Meek Mongrel,Meek Mongrels,13,3,0,2,1,70,0,15,1183,250
11,33,Mild Mongrel,Mild Mongrels,13,4,0,2,1,60,0,25,1231,200
11,34,Sordid Scottish Scout,Sordid Scottish Scouts,30,10,0,1,1,70,30,20,1266,150
11,35,Stealthy Sylvan Scout,Stealthy Sylvan Scouts,31,8,0,1,1,50,50,20,1311,175
11,36,Scummy Sludge,Scummy Sludges,2,6,0,1,1,40,0,20,1032,250
11,37,Mild Minotaur Minion,Mild Minotaur Minions,3,6,0,1,1,80,0,20,1131,200
11,38,Murderous Minotaur Minion,Murderous Minotaur Minions,3,7,0,1,1,70,0,20,1466,110
11,39,Murderous Medusa,Murderous Medusae,6,4,1,1,1,60,0,20,1334,200
12,0,Shrewd Sylvan Scholar,Shrewd Sylvan Scholars,39,10,0,2,1,100,60,20,2001,800
12,1,Smart Sylvan Scholar,Smart Sylvan Scholars,39,11,0,1,1,100,60,20,2576,844
12,2,Normal Northlands Sister,Normal Northlands Sisters,40,8,1,2,1,80,50,20,2121,477
12,3,Enormous Northlands Sister,Enormous Northlands Sisters,40,10,1,1,1,120,50,20,2883,555
12,4,Sturdy Slyfoot Scout,Sturdy Slyfoot Scouts,33,9,0,1,1,80,45,15,2512,625
12,5,Studly Slyfoot Scout,Studly Slyfoot Scouts,33,10,0,1,1,120,45,15,2555,725
12,6,Swift Sylvan Scout,Swift Sylvan Scouts,31,9,1,2,1,80,65,20,2020,350
12,7,Strong Sylvan Scout,Strong Sylvan Scouts,31,11,0,1,1,120,65,20,2983,650
12,8,Caber Caster,Caber Casters,27,7,1,4,1,80,45,20,2039,400
12,9,Caber Crusher,Caber Crushers,27,9,1,3,1,120,45,20,2847,400
12,10,Colossal Caber Crusher,Colossul Caber Crushers,27,11,0,1,1,160,45,20,3955,555
12,11,Caber Catcher,Caber Catchers,32,10,1,4,1,80,35,20,2010,125
12,12,Caber Challenger,Caber Challengers,32,12,0,2,1,100,35,20,2893,125
12,13,Meek McUgly Berserker,Meek McUgly Berserkers,25,7,1,4,1,55,35,15,1992,300
12,14,Brave McUgly Basher,Brave McUgly Bashers,25,9,1,2,1,111,35,15,2447,300
12,15,Scottish Battler,Scottish Battlers,23,9,1,3,1,130,35,10,2899,75
12,16,Bernician Battler,Bernician Battlers,22,9,0,3,1,120,20,20,3234,185
12,17,Big Bernician Battler,Big Bernician Battlers,22,10,0,2,1,120,20,20,3762,185
12,18,Middling Giant,Middling Giants,18,7,0,3,1,60,20,20,3234,1155
12,19,Golem,Golems,17,6,1,4,1,0,0,20,2443,288
12,20,Material Golem,Material Golems,17,6,1,4,1,0,0,99,2145,3888
12,21,Harpy Warrior,Harpy Warriors,15,6,1,2,1,70,0,20,2893,250
12,22,Itty Piggy,Itty Piggies,5,4,1,3,1,70,0,20,2092,80
12,23,Impractical Joker,Impractical Jokers,19,4,1,3,1,70,95,20,2567,800
12,24,Brawny McUgly Basher,Brawny McUgly Bashers,25,11,0,1,1,111,35,15,3787,400
12,25,Studly Slyfoot Scout,Studly Slyfoot Scouts,33,10,0,3,0,120,45,15,3622,725
12,26,Colossal Caber Crusher,Colossul Caber Crushers,27,11,0,3,1,160,45,20,3993,555
12,27,Smoking Scottish Battler,Smoking Scottish Battlers,23,11,0,3,0,130,35,10,3994,254
12,28,Brawny Bernician Battler,Brawny Bernician Battlers,22,11,0,2,1,120,20,20,4747,185
12,29,Above Average Giant,Above Average Giants,18,8,0,4,1,60,20,20,4099,1155
12,30,Gargantuan Golem,Gargantuan Golems,17,9,0,2,1,0,0,20,4083,288
12,31,Happy Harpy Warrior,Happy Harpy Warriors,15,8,0,2,1,70,0,20,4047,355
12,32,Harpy Sergeant,Harpy Sergeants,15,9,0,2,1,80,0,20,5121,490
12,33,Big Pig,Big Pigs,5,6,2,3,1,90,0,20,3387,99
12,34,Snorting Sow,Snorting Sows,5,9,0,2,1,110,0,20,4377,120
12,35,Discourteous Jester,Discourteous Jesters,19,6,0,3,1,110,95,20,4010,1000
12,36,Jumping Japer,Jumping Japers,19,7,0,3,1,70,75,20,5223,1200
12,37,Scorcher,Scorchers,14,5,0,4,0,90,40,20,4777,1400
12,38,Seering Scorcher,Seering Scorchers,14,6,0,3,0,130,40,20,6111,1700
12,39,Flaming Flitter,Flaming Flitters,14,7,0,2,0,160,40,20,7777,2000
13,0,Mild McDinky Mendicant,Mild McDinky Mendicants,41,8,1,4,1,60,40,15,2233,290
13,1,Merry McMinimal Matron,Merry McMinimal Matrons,42,8,1,3,1,50,90,20,2229,200
13,2,Strathclyde Sorceror,Strathclyde Sorcerors,43,8,1,4,1,70,99,15,2129,175
13,3,McUgly Mage,McUgly Magi,45,8,1,4,1,60,99,15,1992,388
13,4,McDoughty Warlock,McDoughty Warlocks,44,8,1,5,1,60,95,15,2567,325
13,5,Sneaky Sylvan Scholar,Sneaky Sylvan Scholars,39,10,1,3,1,80,75,15,2929,625
13,6,Sinister Caber Sister,Sinister Caber Sisters,40,8,1,3,1,80,55,20,2322,250
13,7,Banshee,Banshees,9,7,0,2,1,70,45,15,3343,500
13,8,Bothersome Banshee,Bothersome Banshees,9,8,0,2,1,70,45,15,3876,500
13,9,Material Ghoul,Material Ghouls,10,5,1,6,1,60,0,15,2783,4000
13,10,Mummy Dearest,Mummies Dearest,10,7,0,6,1,60,0,15,3210,400
13,11,Fearless Skeletal Warrior,Fearless Skeletal Warriors,8,6,1,5,0,0,45,15,2023,100
13,12,Spectre,Spectres,11,5,0,8,0,50,0,20,2011,225
13,13,Spooky Spectre,Spooky Spectres,11,6,0,6,0,50,0,20,2456,326
13,14,Sinister Spectre,Sinister Spectres,11,7,0,4,0,70,0,20,3388,150
13,15,Vampiric Vandal,Vampiric Vandals,12,6,0,6,0,100,0,15,2010,290
13,16,Vicious Vampiric Vandal,Vicious Vampiric Vandals,12,7,0,6,0,100,0,15,2562,290
13,17,Vampiric Enchanter,Vampiric Enchanters,12,8,0,4,0,100,65,15,3107,390
13,18,Virulent Vampiric Vandal,Virulent Vampiric Vandals,12,8,1,1,0,50,50,15,3994,540
13,19,Sinister Spectre,Sinister Spectres,11,7,0,4,0,70,0,20,3345,150
13,20,Vampiric Vandal,Vampiric Vandals,12,6,0,6,0,100,0,15,2020,290
13,21,Melodic Minotaur,Melodic Minotaurs,3,8,0,6,0,100,0,15,2494,290
13,22,Medusa,Medusae,6,9,0,7,0,100,0,15,3433,390
13,23,Medusa Obligata,Medusae Obligatae,6,8,0,7,0,60,0,20,3922,499
13,24,Mean McDinky Mendicant,Mean McDinky Mendicants,41,9,0,7,1,60,40,15,4922,390
13,25,Merry McMinimal Matron,Merry McMinimal Matrons,42,9,0,6,1,50,90,20,4777,200
13,26,Northumbrian Necromance,Northumbrian Necromancers,43,9,0,7,1,70,99,15,4422,377
13,27,Menacing McUgly Mage,Menacing McUgly Magi,45,9,0,7,1,60,99,15,4589,388
13,28,McDoughty Warlock,McDoughty Warlocks,44,10,0,5,1,60,95,15,5423,506
13,29,Sinister Caber Sister,Sinister Caber Sisters,40,11,0,3,1,80,65,20,5083,250
13,30,Baleful Banshee,Baleful Banshees,9,9,0,2,1,70,45,15,5472,500
13,31,Chrysanthemummy,Chrysanthemummies,10,10,0,7,0,0,0,20,6122,600
13,32,Fearless Skeletal Warrior,Fearless Skeletal Warriors,8,8,0,7,0,0,45,15,5043,380
13,33,Serious Sylvan Scholar,Serious Sylvan Scholars,39,11,0,6,0,50,50,20,4799,600
13,34,Vehement Vampiric Vandal,Vehement Vampiric Vandals,12,9,0,1,1,0,50,25,5678,500
13,35,Fierce Fossil,Fierce Fossils,8,9,0,8,0,0,40,25,6011,100
13,36,Wicked Wailer,Wicked Wailers,9,9,0,4,1,60,65,20,6544,700
13,37,Malcolm's Ghost,Shades of Malcolm,20,4,0,1,0,0,60,28,9000,1500
13,38,Malcolm's Ghost,Shades of Malcolm,20,5,0,1,0,0,60,28,13500,2000
13,39,Malcolm's Ghost,Shades of Malcolm,20,6,0,1,0,0,60,28,18000,2500
14,0,Mild McDinky Mendicant,Mild McDinky Mendicants,41,8,1,4,1,60,40,15,2216,290
14,1,Merry McMinimal Matron  ,Merry McMinimal Matrons,42,8,1,3,1,50,90,20,2232,200
14,2,Sneaky Sylvan Scholar,Sneaky Sylvan Scholars,39,10,1,3,1,80,75,15,3947,625
14,3,Sinister Caber Sister,Sinister Caber Sisters,40,8,1,3,1,80,55,20,2321,250
14,4,Crabby Caber Crusher,Crabby Caber Crushers,27,7,1,5,1,70,35,25,2729,380
14,5,Mild McDoughty Master,Mild McDoughty Masters,28,8,0,7,1,70,35,20,2468,150
14,6,Mean McDoughty Master,Mean McDoughty Masters,28,9,0,5,1,120,35,20,3456,254
14,7,Scottish Baron,Scottish Barons,26,7,1,7,1,60,41,25,2321,250
14,8,McDinky Baron,McDinky Barons,29,8,0,4,1,120,35,25,2983,500
14,9,Roaring McDoughty Robber,Roaring McDoughty Robbers,35,8,2,7,1,50,40,25,2654,300
14,10,Garish McUgly Burglar,Garish McUgly Burglars,36,8,1,6,1,70,40,25,2542,250
14,11,Morbid McMinimal Masher,Morbid McMinimal Mashers,38,9,0,7,1,70,60,20,2254,380
14,12,Suspicious Strathclyde Sneak,Suspicious Strathclyde Sneaks,34,9,2,5,1,70,50,25,2576,400
14,13,Malignant McDinky Masher,Malignant McDinky Mashers,37,6,1,4,1,50,60,20,3566,75
14,14,Bothersome Banshee,Bothersome Banshees,9,8,0,2,1,70,45,15,3345,500
14,15,Material Ghoul,Material Ghouls,10,5,1,6,1,60,0,15,2751,4000
14,16,Mummy Dearest,Mummies Dearest,10,7,2,6,1,60,0,15,3757,400
14,17,Fearless Skeletal Warrior,Fearless Skeletal Warriors,8,6,1,5,0,0,45,15,2001,100
14,18,Spectre,Spectres,11,5,0,8,0,50,0,20,1999,225
14,19,Spooky Spectre,Spooky Spectres,11,6,0,6,0,50,0,20,2546,326
14,20,Sinister Spectre,Sinister Spectres,11,7,0,4,0,70,0,20,3334,150
14,21,Vampiric Vandal,Vampiric Vandals,12,6,0,6,0,100,0,15,2123,290
14,22,Vicious Vampiric Vandal,Vicious Vampiric Vandals,12,7,0,6,0,100,0,15,2667,290
14,23,Bloodsucking Sorceror,Bloodsucking Sorcerors,12,8,0,4,0,100,65,15,3121,390
14,24,Murderous McDoughty Master,Murderous McDoughty Masters,28,10,0,3,1,150,35,20,6985,620
14,25,Brae Scottish Baron,Brae Scottish Barons,26,10,0,5,1,60,41,25,5651,250
14,26,Cranky Caber Crusher,Cranky Caber Crushers,27,9,0,3,1,120,35,25,7012,380
14,27,Bonny Scottish Baron,Bonny Scottish Barons,26,11,0,3,1,60,41,25,7121,550
14,28,Brilliant McDinky Baron,Brilliant McDinky Barons,29,10,0,2,1,120,35,25,7343,500
14,29,Stealthy Strathclyde Sneak,Stealthy Strathclyde Sneaks,34,12,0,3,1,120,50,25,5656,400
14,30,Vehement Vampiric Vandal,Vehement Vampiric Vandals,12,9,0,1,1,0,50,25,5967,500
14,31,Fierce Fossil,Fierce Fossils,8,8,0,8,0,0,40,25,4022,100
14,32,Horrid Howler,Horrid Howlers,9,9,0,4,1,60,65,20,6576,700
14,33,Decimating Spectre,Decimating Spectres,11,8,0,4,0,70,0,20,7221,450
14,34,Murderous Mummy,Murderous Mummies,10,11,0,5,0,0,0,20,6221,600
14,35,Fearless Skeletal Warrior,Fearless Skeletal Warriors,8,9,0,7,0,0,45,15,4888,380
14,36,Serious Sylvan Scholar,Serious Sylvan Scholars,39,11,0,6,0,50,50,20,5565,600
14,37,McMinimal Mugger,McMinimal Muggers,38,10,0,9,0,0,60,28,5100,1500
14,38,McUgly Bandit,McUgly Bandits,36,10,0,9,0,0,95,28,5040,2000
14,39,McDinky Mugger,McDinky Muggers,37,9,0,5,0,0,30,28,6332,2500
15,0,Mild McDinky Mendicant,Mild McDinky Mendicants,41,8,1,4,1,60,40,15,2277,290
15,1,Merry McMinimal Matron  ,Merry McMinimal Matrons,42,8,1,3,1,50,90,20,2269,200
15,2,Sneaky Sylvan Scholar,Sneaky Sylvan Scholars,39,10,1,3,1,80,75,15,2299,625
15,3,Sinister Caber Sister,Sinister Caber Sisters,40,8,1,3,1,80,55,20,2234,250
15,4,Meek McUgly Berserker,Meek McUgly Berserkers,25,7,1,4,1,55,95,15,2000,300
15,5,Brave McUgly Basher,Brave McUgly Bashers,25,9,1,2,1,111,35,15,2599,300
15,6,Scottish Battler,Scottish Battlers,23,9,1,3,1,130,35,10,2791,75
15,7,Bernician Battler,Bernician Battlers,22,9,0,3,1,120,20,20,3147,185
15,8,Big Bernician Battler,Big Bernician Battlers,22,10,0,2,1,120,20,20,3692,185
15,9,Brawny Bucolic Battler,Brawny Bucolic Battlers,24,9,1,4,1,90,30,20,2810,500
15,10,Sturdy Slyfoot Scout,Sturdy Slyfoot Scouts,33,9,0,1,1,80,45,15,2505,625
15,11,Studly Slyfoot Scout,Studly Slyfoot Scouts,33,10,0,1,1,120,45,15,3066,725
15,12,Swift Sylvan Scout,Swift Sylvan Scouts,31,9,1,2,1,80,65,20,2030,350
15,13,Strong Sylvan Scout,Strong Sylvan Scouts,31,11,0,1,1,120,65,20,2501,650
15,14,Caber Catcher,Caber Catchers,32,10,1,4,1,80,35,20,2001,125
15,15,Caber Challenger,Caber Challengers,32,12,0,2,1,100,35,20,2800,125
15,16,Smoking Scottish Scout,Smoking Scottish Scouts,30,11,1,5,1,110,31,20,2218,200
