Typ,Lvl,x0,Ini,AtkCnt,Str,Def,Dex,HP,DmgRed,MAtkSav,FleeAt,x1,w0,w0hit,w0dmg,w0spa,w1,w1hit,w1dmg,w1spa,w2,w2hit,w2dmg,w2spa,sp0,sl0,sp1,sl1,sp2,sl2,sp3,sl3,sp4,sl4,sp5,sl5,sp6,sl6,sp7,sl7,sp8,sl8,sp9,sl9
10,15,7,15,1,75,23,3200,32000,3200,12,0,2,1,5,16,0,1,0,5,1,1,254,65,0,1,10,1,10,1,10,1,12,1,10,1,12,1,10,1,10,1,10,1,10
11,1,1,5,1,15,8,75,130,5,6,5,7,6,0,2,0,6,1,1,0,6,2,0,0,15,5,8,5,12,4,6,3,1,3,1,2,10,2,20,5,4,2,9,1
11,2,1,5,1,17,7,85,170,15,7,5,7,6,0,4,0,6,1,2,0,6,2,0,0,15,5,8,9,12,5,6,7,1,5,1,3,10,6,20,5,4,5,9,4
11,3,1,5,1,17,9,115,210,20,8,5,7,6,1,6,0,6,2,3,0,6,3,0,0,15,6,8,10,12,6,6,8,1,6,1,4,10,7,20,6,4,6,9,5
11,4,1,5,1,20,12,125,290,30,8,4,6,6,1,8,0,6,2,4,0,6,4,0,0,15,7,8,11,12,7,6,9,1,7,1,5,10,8,20,7,4,7,9,5
11,5,1,6,1,20,12,150,360,35,9,4,5,2,0,10,0,2,0,6,0,2,1,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,6,1,6,1,20,13,200,600,50,9,4,5,2,1,12,0,2,1,7,0,2,2,5,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,7,1,11,2,25,14,300,800,65,10,3,5,2,2,14,0,2,2,8,0,2,3,6,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,8,1,11,2,25,15,400,1000,75,10,3,4,2,3,16,0,2,3,9,0,2,4,7,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,9,1,12,2,25,17,500,2000,85,11,3,4,2,3,16,0,2,3,9,0,2,4,7,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,10,1,12,2,35,18,600,3200,115,11,2,3,2,3,16,0,2,3,9,0,2,4,7,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,11,1,13,2,45,19,700,3900,200,12,2,3,2,3,16,0,2,3,9,0,2,4,7,2,1,8,1,7,4,5,4,11,0,7,6,12,8,12,3,12,20,12,9,11
11,12,1,14,1,52,20,1100,4500,315,12,2,2,2,3,16,0,2,3,9,0,2,4,7,0,1,9,1,9,4,6,4,11,0,7,6,12,8,12,3,12,20,12,9,11
11,13,1,15,1,52,22,1500,5200,425,13,2,2,2,3,16,0,2,3,9,0,2,4,7,2,1,10,1,11,4,8,4,11,0,7,6,12,8,12,3,12,20,12,9,11
11,14,1,15,1,66,25,3200,30000,2100,13,1,0,2,3,16,0,2,3,9,0,2,4,7,0,1,12,1,11,4,10,4,11,0,7,6,12,8,12,3,12,20,12,9,11
11,15,1,15,1,66,25,3200,32000,3200,13,1,0,2,3,16,0,2,3,9,0,2,4,7,2,1,12,1,12,4,12,4,11,0,7,6,12,8,12,3,12,20,12,9,11
12,1,10,5,1,20,12,32,250,8,3,2,6,42,0,6,0,2,2,2,0,2,1,0,1,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
12,2,10,5,1,22,12,40,300,10,3,2,6,42,0,7,0,2,2,2,0,2,1,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
12,3,10,6,1,24,14,60,350,12,3,2,5,42,0,8,0,2,2,3,0,2,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
12,4,10,6,1,28,14,100,500,18,6,2,4,83,0,8,0,2,2,3,0,1,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
12,5,10,7,1,32,15,120,600,21,6,0,4,83,0,8,0,2,2,3,0,1,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
12,6,10,8,1,36,16,140,700,24,6,0,3,83,0,9,0,2,2,4,0,1,2,0,1,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
12,7,10,9,1,40,17,200,800,30,7,0,3,42,0,10,0,42,1,4,2,42,2,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
12,8,10,10,1,45,18,220,900,40,8,0,3,42,0,12,0,42,1,6,0,42,3,3,1,3,8,20,8,10,8,9,8,10,8,10,8,10,8,10,8,2,6,10,10
12,9,10,11,1,50,19,240,1000,60,9,0,2,42,0,14,0,42,1,8,2,42,4,4,0,3,8,15,8,10,8,9,8,10,8,10,8,10,8,10,8,2,6,10,11
12,10,10,12,1,55,19,260,1300,80,10,0,2,42,0,14,0,42,1,8,0,42,4,4,1,3,8,20,8,10,8,1,8,10,8,10,9,10,8,10,8,2,6,10,12
12,11,10,13,1,60,19,300,1600,100,11,0,2,42,0,14,0,42,1,8,2,42,4,4,0,20,8,3,8,10,8,10,8,10,8,10,9,10,8,10,8,2,6,10,12
12,12,10,14,1,65,19,340,2000,125,12,0,2,42,0,14,0,42,1,8,0,42,4,4,1,3,8,10,8,10,8,10,8,10,8,10,10,10,8,10,8,2,11,10,12
12,13,10,15,1,70,24,380,4000,175,13,0,2,42,0,14,0,42,1,8,2,42,4,4,0,9,12,10,12,10,8,10,8,10,8,10,11,10,12,10,12,2,12,10,12
12,14,10,15,2,80,34,320,32000,3000,12,0,2,42,0,14,0,42,1,8,0,42,4,4,1,9,12,10,12,10,12,10,12,4,12,1,12,10,12,10,12,2,12,10,12
12,15,10,15,2,50,45,260,32000,3200,12,0,2,42,0,14,0,42,1,8,0,42,4,4,1,3,12,10,12,10,12,10,12,4,12,1,12,10,12,10,12,2,12,10,12
13,1,10,5,1,24,15,250,600,25,5,0,1,67,255,6,0,67,0,3,0,67,1,1,0,8,12,6,7,4,4,3,6,9,6,10,7,0,4,4,4,3,4,7,6
13,2,10,5,1,28,16,275,700,45,6,0,1,67,0,7,0,67,1,4,0,67,2,2,1,8,12,6,8,4,5,3,7,9,6,10,7,0,5,6,6,4,4,7,7
13,3,10,6,1,32,17,300,800,55,5,0,1,67,0,8,0,67,1,5,0,67,3,3,0,8,12,6,8,4,6,3,7,9,7,10,8,0,5,8,7,6,6,4,4
13,4,10,6,1,36,18,330,900,75,7,0,1,67,0,9,0,67,1,6,0,67,4,4,1,8,12,6,9,4,6,3,8,9,7,10,8,0,6,20,4,6,7,4,5
13,5,10,7,1,40,20,400,1200,75,7,0,0,2,255,12,0,42,1,6,0,42,4,4,0,6,9,1,7,4,6,4,7,3,6,1,8,9,7,2,4,0,6,20,5
13,6,10,7,1,45,21,500,1450,85,8,0,0,2,255,16,0,42,1,8,0,42,4,6,1,6,9,1,8,4,7,4,8,3,7,1,8,9,8,2,5,0,7,20,5
13,7,10,8,1,50,22,600,1750,100,6,0,0,2,255,18,0,42,1,10,0,42,4,8,0,6,10,1,9,4,7,4,9,3,8,1,9,9,9,2,6,0,8,20,6
13,8,10,9,1,60,22,700,2100,100,8,0,0,2,255,24,2,42,2,12,0,42,4,10,0,6,10,1,10,4,8,4,10,3,9,1,10,9,10,2,7,0,9,20,9
13,9,10,10,1,60,22,700,2500,125,8,0,0,2,255,24,0,42,2,12,0,42,4,10,0,6,11,1,10,4,8,4,10,3,9,1,10,9,10,2,7,0,9,20,9
13,10,10,11,1,60,22,700,3200,150,8,0,0,2,255,24,2,42,2,12,0,42,4,10,0,6,11,1,10,4,8,4,10,3,9,1,10,9,10,2,7,0,9,20,9
13,11,10,12,2,60,22,900,3900,200,11,0,0,2,255,24,0,42,2,12,0,42,4,10,0,6,12,1,10,4,8,4,10,3,9,1,10,9,10,2,7,0,9,20,9
13,12,10,12,2,60,24,1500,4400,250,11,0,0,2,255,24,0,42,2,12,0,42,4,10,0,6,12,1,10,4,8,4,10,3,9,1,10,9,10,2,7,0,9,20,9
13,13,10,13,2,80,25,2500,10000,300,13,0,0,2,255,24,2,42,2,12,0,42,4,10,0,6,12,1,12,4,12,4,12,3,12,1,12,9,12,2,12,0,12,20,12
13,14,10,14,2,89,30,3200,32000,3000,15,0,0,2,255,24,2,42,2,12,0,42,4,10,0,6,12,1,12,4,12,4,12,3,12,1,12,9,12,2,12,0,12,20,12
13,15,10,15,3,99,30,3200,32000,3200,15,0,0,2,255,24,2,42,2,12,0,42,4,10,0,6,12,1,12,4,12,4,12,3,12,1,12,9,12,2,12,0,12,20,12
14,1,9,4,1,24,16,200,400,30,6,0,2,2,3,6,0,3,3,10,0,4,253,50,0,6,5,4,3,1,2,8,8,0,5,3,6,1,4,12,7,11,12,15,6
14,2,9,4,1,26,17,275,600,34,7,0,2,2,4,6,0,3,3,15,0,4,253,45,0,6,8,4,6,1,5,8,10,0,6,3,7,1,5,12,7,11,12,15,7
14,3,9,6,1,28,17,380,800,38,7,0,2,2,5,8,0,3,4,20,0,4,253,175,0,6,9,8,12,8,9,8,9,8,9,8,9,8,12,12,9,15,8,8,11
14,4,9,6,1,32,18,450,1000,45,8,0,2,2,5,8,0,3,4,25,0,4,253,150,0,6,9,8,12,8,9,8,9,8,9,8,11,8,12,12,9,15,8,8,11
14,5,9,7,1,42,18,500,1250,55,8,0,1,2,255,10,0,3,1,21,0,5,252,85,0,6,10,4,9,1,6,1,8,20,9,3,8,2,7,12,10,10,11,4,7
14,6,9,7,1,44,19,550,1560,70,9,0,1,2,255,20,0,3,2,22,0,5,252,75,0,6,10,4,10,1,7,1,9,0,10,3,8,2,8,12,10,10,12,4,8
14,7,9,8,1,50,20,600,2100,75,9,0,1,2,255,30,0,3,3,23,0,5,252,60,1,6,11,10,12,10,8,10,11,10,5,10,9,10,8,12,11,10,12,10,8
14,8,9,8,1,60,20,650,2900,88,10,0,1,2,255,55,0,3,4,23,0,5,252,60,0,6,11,10,11,10,8,10,11,10,6,10,9,10,8,12,12,10,12,10,9
14,9,9,9,1,60,21,700,3700,90,11,0,0,2,255,65,0,3,4,24,0,5,252,60,2,6,8,7,11,20,8,11,11,7,7,7,9,2,9,12,12,7,12,11,11
14,10,9,9,1,60,22,750,4500,90,11,0,0,2,255,75,0,3,4,25,0,5,252,60,0,6,9,11,11,7,8,7,11,11,9,21,12,2,9,12,12,7,12,11,12
14,11,9,10,1,60,23,800,6500,100,11,0,0,2,255,65,0,3,4,25,0,5,252,60,2,6,10,6,11,6,8,6,12,6,10,6,9,2,10,12,12,6,12,15,9
14,12,9,11,1,70,25,900,8000,120,11,0,0,2,2,65,0,3,4,25,0,5,252,100,0,6,12,9,12,9,12,9,12,9,12,9,12,2,12,12,12,20,12,21,12
14,13,9,12,1,72,25,1200,12000,200,10,0,0,2,3,65,0,3,4,45,0,5,2,100,4,6,12,4,11,20,10,1,12,0,11,3,11,2,12,12,12,20,12,4,12
14,14,9,15,1,75,25,2500,17000,1000,10,0,0,2,4,70,0,3,5,65,0,5,4,175,0,1,12,4,12,1,12,1,12,0,12,3,12,2,12,12,12,20,12,21,12
14,15,9,15,2,80,27,3200,25000,1700,10,0,0,2,6,100,0,3,6,125,0,5,3,250,2,1,12,4,12,1,12,1,12,0,12,3,12,2,12,12,12,20,12,21,12
15,1,5,2,1,18,7,16,30,0,1,3,7,3,1,0,0,3,0,255,0,3,255,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
15,2,5,3,1,21,8,20,40,2,2,3,6,3,2,1,0,3,0,0,0,3,255,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
15,3,5,4,1,24,9,26,50,4,2,3,5,3,2,2,0,3,0,1,0,3,0,1,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
15,4,5,4,1,30,14,40,90,6,3,2,5,3,2,2,0,3,255,0,0,3,5,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
15,5,5,5,1,36,15,60,110,10,3,2,4,3,2,2,0,3,255,0,0,3,5,2,1,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
15,6,5,5,1,42,16,80,130,10,4,2,4,3,2,2,0,3,255,0,0,3,5,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
15,7,5,6,1,50,18,125,375,10,5,0,2,3,0,251,0,3,2,10,0,3,4,4,1,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
15,8,5,6,1,60,19,145,400,14,6,0,2,3,0,250,0,3,2,18,0,3,4,6,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
15,9,5,8,1,70,20,180,600,20,6,0,2,3,0,249,0,3,3,36,0,3,4,8,1,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
15,10,5,11,2,70,22,225,1500,25,7,0,2,3,0,249,0,3,4,36,0,3,4,8,0,10,8,20,12,10,10,10,12,10,8,10,12,10,12,10,10,10,10,10,12
15,11,5,12,2,70,24,260,3000,35,9,0,2,3,0,249,0,3,5,36,0,3,5,15,0,10,8,20,12,10,10,10,12,10,8,10,12,10,12,10,10,10,10,10,12
15,12,5,14,2,70,26,325,4500,45,9,0,0,3,0,249,0,3,6,36,2,3,6,25,0,10,9,20,12,10,10,10,12,10,9,10,12,10,12,10,10,10,10,10,12
15,13,5,15,2,70,28,400,6000,225,12,0,0,3,0,249,0,3,6,45,0,3,5,23,1,10,9,20,12,10,11,10,12,10,9,10,12,10,12,10,11,10,11,10,12
15,14,5,15,2,70,29,3200,30000,3000,15,0,0,3,0,249,0,3,6,65,2,3,7,35,1,10,12,20,12,10,12,10,12,10,12,10,12,10,12,10,12,10,12,10,12
15,15,5,15,2,70,30,3200,32000,3200,15,0,0,3,0,249,0,3,6,75,2,3,8,45,1,10,12,20,12,10,12,10,12,10,12,10,12,10,12,10,12,10,12,10,12
16,1,3,2,1,25,3,5,9,0,2,3,6,1,1,0,0,2,0,0,0,2,0,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
16,2,3,2,1,18,7,8,15,0,2,3,6,1,1,0,0,2,1,0,0,2,1,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
16,3,3,3,1,20,11,18,29,0,2,3,6,1,2,0,0,2,2,1,0,2,2,1,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
16,4,3,4,1,25,12,35,40,12,2,2,4,1,3,2,0,2,2,1,0,2,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
16,5,3,4,1,27,15,55,55,15,3,2,4,1,3,3,1,2,2,1,0,2,2,1,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
16,6,3,5,1,28,16,70,70,35,4,2,4,1,4,4,0,2,3,2,0,2,3,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
16,7,3,5,1,28,17,85,200,30,4,0,2,1,4,3,0,2,3,2,0,21,254,20,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
16,8,3,5,1,29,19,95,300,45,5,0,2,1,4,4,0,2,3,3,0,21,254,30,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
16,9,3,6,2,29,20,100,400,60,5,0,2,1,4,5,0,2,3,4,0,21,254,75,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
16,10,3,7,2,30,22,125,550,70,6,0,1,1,5,5,0,2,3,4,0,21,254,75,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
16,11,3,8,2,32,23,150,1000,80,7,0,1,1,5,5,0,2,3,4,0,21,254,75,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
16,12,3,9,2,45,24,250,1200,100,8,0,1,1,5,5,1,2,3,4,0,21,254,75,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
16,13,3,10,2,65,24,450,3000,250,9,0,0,1,6,5,0,2,3,4,0,21,254,75,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
16,14,3,11,2,60,24,750,7000,500,7,0,0,1,5,55,1,2,8,4,0,21,254,75,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
16,15,3,12,3,60,27,1100,10000,2000,5,0,0,1,7,250,0,2,9,35,0,21,3,75,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,1,12,2,1,18,12,36,350,1,1,6,10,65,2,1,0,101,1,0,0,8,5,2,0,6,7,4,3,1,3,8,9,0,4,3,3,1,2,12,5,11,12,15,6
17,2,12,2,1,20,14,46,400,1,1,7,10,65,3,1,0,115,1,0,0,8,5,2,0,6,7,4,4,1,2,8,9,0,4,3,3,1,3,12,5,11,12,15,6
17,3,12,2,1,24,15,66,450,3,1,8,9,65,4,0,0,57,2,0,0,8,0,2,0,6,7,4,5,1,3,8,10,0,5,3,4,1,4,12,5,11,12,15,6
17,4,12,4,1,27,17,75,500,4,2,5,9,40,1,0,0,115,2,0,0,101,1,2,0,6,7,4,6,1,4,8,11,0,6,3,5,1,5,12,5,11,12,15,6
17,5,12,4,1,29,17,90,600,7,2,6,8,40,1,0,0,57,3,0,0,101,1,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,6,12,6,1,30,17,125,700,9,2,7,8,40,1,0,0,102,3,0,0,101,1,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,7,12,6,1,35,17,175,800,11,3,4,7,38,1,1,0,102,4,0,0,115,2,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,8,12,7,1,45,17,259,900,21,3,5,7,38,1,3,4,40,4,0,0,115,2,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,9,12,7,1,55,18,380,1000,75,3,6,6,38,1,5,4,41,5,0,0,115,2,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,10,12,8,1,64,19,700,2000,175,8,0,5,58,1,18,4,41,5,0,0,102,2,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,11,12,8,1,75,20,1000,3000,275,9,0,5,58,1,24,4,42,6,0,0,102,3,5,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
17,12,12,9,2,85,21,1200,4500,300,10,0,0,58,1,36,2,42,6,0,0,102,3,6,0,9,12,1,10,9,11,9,12,1,11,1,12,20,12,1,9,6,10,6,12
17,13,12,10,2,95,21,2100,7000,350,10,0,0,58,1,36,2,42,6,0,0,102,3,6,0,1,12,1,12,10,12,6,12,2,11,20,12,1,12,1,10,6,11,6,12
17,14,12,15,2,95,35,2500,11111,2900,9,0,0,58,1,36,0,42,6,0,0,102,3,6,0,4,12,4,12,4,12,4,12,4,12,20,12,2,12,4,12,4,12,4,12
17,15,12,15,3,95,40,3200,27659,3200,9,0,0,58,1,36,0,42,6,0,0,102,3,6,0,2,12,2,12,2,12,9,12,6,12,20,12,2,12,2,12,2,12,2,12
18,1,12,2,1,17,15,32,120,0,2,5,10,92,255,10,0,92,0,6,0,92,1,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,2,12,2,1,18,16,52,140,0,3,5,10,92,0,12,0,92,1,8,0,92,2,6,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,3,12,2,1,19,17,75,160,2,4,5,10,92,0,16,0,92,1,10,0,92,3,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,4,12,3,1,21,18,100,400,2,5,3,9,41,255,18,0,41,1,8,0,41,4,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,5,12,5,1,35,19,150,500,4,6,3,9,41,0,20,0,41,1,10,0,41,4,6,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,6,12,6,1,45,20,200,600,6,6,3,9,41,2,24,0,41,1,12,0,41,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
18,7,12,6,1,65,20,225,1000,7,6,2,8,65,0,25,0,65,1,12,0,65,5,3,0,8,10,6,8,4,6,8,10,1,4,1,5,7,12,4,8,21,6,21,7
18,8,12,6,1,90,21,275,1500,9,7,2,8,65,1,30,0,65,1,15,0,65,6,5,0,8,11,6,9,4,6,8,11,1,4,1,5,7,12,3,5,20,3,21,5
18,9,12,7,1,110,24,325,2500,11,7,1,7,65,3,35,0,65,1,18,0,65,6,8,0,8,12,6,10,4,7,8,11,1,6,1,7,8,12,3,8,20,4,21,5
18,10,12,7,1,110,24,375,3000,11,8,1,7,65,3,35,0,65,1,18,0,65,6,8,0,8,12,6,12,4,7,8,12,1,6,1,7,8,12,3,8,20,4,21,5
18,11,12,8,1,110,25,400,4000,111,9,0,6,65,3,35,0,65,2,18,0,65,6,8,0,8,12,6,12,4,8,8,12,1,6,1,7,8,12,3,8,20,4,21,5
18,12,12,8,1,110,26,400,5000,125,9,0,6,65,3,35,0,65,2,18,0,65,6,8,0,8,12,6,12,4,8,8,12,1,6,1,7,8,12,3,8,20,4,21,5
18,13,12,9,1,110,27,1200,7500,275,10,0,5,65,3,35,0,65,3,18,0,65,6,50,0,8,12,6,12,4,10,8,12,1,6,1,7,8,12,3,8,20,4,21,5
18,14,12,15,2,110,27,2900,30000,2500,12,0,6,65,4,35,0,65,4,18,0,65,7,75,0,8,12,6,12,4,12,8,12,1,6,1,7,8,12,3,8,20,4,21,5
18,15,12,15,2,110,28,3200,32000,3200,12,0,6,65,4,35,0,65,5,18,0,65,8,80,0,8,12,6,12,4,12,8,12,1,6,1,7,8,12,3,8,20,4,21,5
19,1,10,9,1,21,15,120,500,5,4,4,6,2,2,255,0,2,0,1,0,2,255,4,0,8,7,8,9,6,5,11,9,10,4,8,12,7,12,8,10,1,2,15,8
19,2,10,9,1,22,16,135,750,10,5,4,5,2,1,1,0,2,1,0,0,2,0,3,0,8,7,8,9,6,5,11,9,10,4,6,1,7,12,6,3,1,2,15,8
19,3,10,10,1,24,17,160,1000,10,6,4,4,2,1,2,0,2,1,1,0,2,1,3,0,8,8,8,10,6,6,11,9,10,5,6,2,7,12,7,10,1,2,15,9
19,4,10,10,1,28,19,200,1250,15,6,4,4,2,2,3,0,2,2,2,0,2,2,3,0,8,8,8,10,6,6,11,10,10,5,6,4,7,12,7,11,1,3,15,9
19,5,10,11,1,32,20,250,1500,17,6,2,3,40,3,0,0,40,2,1,0,40,0,4,0,8,9,8,11,6,7,11,10,10,6,6,4,6,8,1,5,1,3,15,10
19,6,10,11,1,36,20,300,2000,20,7,2,3,40,3,3,0,40,2,3,0,40,0,6,0,8,10,8,11,6,7,11,10,10,6,1,3,1,7,1,5,1,4,15,10
19,7,10,12,1,40,20,400,2500,20,7,2,3,40,3,3,0,40,2,6,0,40,1,8,0,8,10,8,12,6,8,11,10,10,7,1,4,11,5,11,5,1,5,15,11
19,8,10,13,1,44,20,500,3000,20,7,0,0,40,3,5,0,40,2,8,0,40,1,12,0,8,11,6,8,1,5,11,10,10,8,20,4,8,12,6,6,1,6,15,11
19,9,10,13,1,44,22,650,4000,25,8,0,0,40,4,5,0,40,2,8,0,40,1,12,0,8,11,6,9,1,5,11,11,10,9,20,5,8,12,6,6,1,7,15,12
19,10,10,14,1,44,22,800,5000,25,9,2,3,40,4,5,0,40,2,8,0,40,1,12,0,8,12,6,10,1,5,11,11,10,10,20,6,8,12,6,6,1,8,15,12
19,11,10,14,1,44,22,800,7500,30,9,2,3,40,4,5,0,40,2,8,0,40,1,12,0,8,12,6,11,2,7,11,11,10,11,20,7,7,12,6,6,1,9,15,12
19,12,10,14,1,55,22,900,10000,35,10,2,3,40,4,5,0,40,2,8,0,40,1,12,0,1,11,6,12,2,8,11,12,10,12,20,8,7,12,6,7,1,9,15,12
19,13,10,15,1,55,26,1000,12500,45,11,0,0,40,5,5,0,40,2,8,0,40,1,12,0,4,12,6,12,2,9,11,12,10,12,20,9,8,12,15,8,1,10,11,12
19,14,10,15,2,65,25,1600,19500,50,10,0,0,40,5,5,0,40,2,8,0,40,1,12,0,4,12,6,12,2,10,11,12,10,12,20,12,15,12,6,12,15,12,11,12
19,15,10,15,2,65,22,2100,30000,1100,14,0,0,40,6,5,0,40,2,8,0,40,1,12,0,8,12,6,12,2,12,11,12,10,12,20,12,8,12,6,12,1,12,11,12
20,1,11,9,1,17,14,50,250,4,3,3,4,103,255,4,0,103,0,2,0,11,3,0,0,20,2,8,3,3,2,18,3,15,1,21,4,11,5,9,3,8,2,7,6
20,2,11,9,1,18,15,70,350,5,3,3,4,103,255,6,0,103,0,3,0,11,3,0,0,20,2,16,6,3,3,0,2,15,4,6,1,11,9,10,2,8,12,7,8
20,3,11,10,1,19,16,90,500,6,4,2,4,103,255,8,0,103,0,4,0,11,3,0,0,20,4,12,6,3,2,0,1,15,4,6,3,7,9,10,1,8,12,7,9
20,4,11,10,1,20,17,120,600,7,4,2,4,103,255,10,0,103,0,8,0,11,3,0,0,20,4,12,6,15,4,0,5,15,4,6,5,7,9,10,2,8,12,7,10
20,5,11,10,1,21,17,160,800,8,5,0,3,42,255,20,0,42,0,8,0,12,4,0,0,20,5,9,6,3,7,0,7,15,4,6,7,7,9,10,4,8,12,7,11
20,6,11,10,1,23,18,190,900,9,5,0,3,42,255,25,0,42,0,9,0,12,4,0,0,20,7,9,7,3,9,0,7,0,3,6,8,7,9,10,7,8,12,7,11
20,7,11,11,1,23,18,240,1000,10,6,0,3,42,255,30,0,42,1,10,0,12,5,0,0,20,7,9,7,3,9,0,7,0,3,6,8,7,9,10,7,8,12,7,12
20,8,11,11,1,25,19,300,1200,11,6,0,3,42,255,35,0,42,1,11,0,12,6,0,0,20,8,9,8,3,9,0,9,15,7,6,9,7,9,10,9,8,12,7,12
20,9,11,12,1,35,20,360,2000,11,6,0,3,42,255,35,0,42,1,11,0,12,6,0,0,20,8,9,9,3,10,0,9,15,8,6,9,6,9,10,10,8,12,6,11
20,10,11,12,1,45,21,480,3000,11,6,0,3,42,255,35,0,42,1,11,0,12,6,0,0,20,9,9,10,3,11,0,9,15,10,6,9,2,6,10,10,8,12,6,11
20,11,11,13,1,55,22,600,4500,11,6,0,3,42,255,35,0,42,1,11,0,12,6,0,0,20,10,9,11,3,11,0,10,4,8,6,9,1,9,10,11,9,12,6,12
20,12,11,14,1,60,23,700,6000,100,6,0,0,42,255,35,0,42,1,11,0,12,6,0,0,20,10,9,12,2,10,0,11,15,12,6,9,1,9,10,12,9,12,2,12
20,13,11,15,2,60,24,800,9000,125,6,0,0,42,255,35,0,42,1,11,0,12,6,0,0,20,11,9,12,2,12,0,12,4,11,6,11,1,12,10,12,2,11,9,12
20,14,11,15,2,60,24,3200,32000,2700,15,0,0,42,255,35,0,42,3,11,0,12,6,0,0,20,11,9,12,2,12,0,12,15,12,4,10,1,12,10,12,4,12,4,12
20,15,11,15,2,60,24,3200,32000,3200,15,0,0,42,255,35,0,42,3,11,0,12,7,23,1,20,12,9,12,2,12,0,12,15,12,4,11,1,12,10,12,2,12,4,12
