Map,MapIndex,NameSingle,NamePlural,a0,Count,Adds,a1,PAR,MAR,XP,Gold,b0,b1,b2,Str,Def,Dex,HP,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,sp0,sl0,sp1,sl1,sp2,sl2,sp3,sl3,sp4,sl4,sp5,sl5,sp6,sl6,sp7,sl7,sp8,sl8,sp9,sl9
8,39,Lizardite,Lizardites,0,1,5,30,0,10,175,235,11,5,1,50,16,60,225,6,4,2,8,66,255,13,0,102,2,8,0,66,4,6,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
9,0,Hobgoblin,Hobgoblins,0,4,2,60,10,18,160,125,1,5,1,30,16,80,300,10,5,0,4,58,2,8,0,41,6,2,0,115,0,4,0,8,4,8,4,8,4,8,4,8,5,6,3,6,3,6,3,7,5,20,3
9,1,Hobgoblin,Hobgoblins,1,3,2,55,10,18,165,130,1,5,1,30,16,80,300,10,5,0,4,58,2,8,0,41,6,2,0,115,0,4,0,8,4,8,4,8,4,8,4,8,5,6,3,6,3,6,3,7,5,20,3
9,2,Hobgoblin,Hobgoblins,1,2,3,55,10,18,165,130,1,5,1,30,16,80,300,10,5,0,4,58,2,8,0,41,6,2,0,115,0,4,0,8,4,8,4,8,4,8,4,8,5,6,3,6,3,6,3,7,5,20,3
9,3,Hobgoblin,Hobgoblins,0,2,2,50,10,18,175,140,1,5,1,35,18,120,400,15,6,0,3,58,2,12,0,41,6,4,0,115,0,5,0,8,6,8,6,8,6,8,6,8,7,6,5,6,5,6,5,7,7,20,4
9,4,Hobgoblin,Hobgoblins,0,3,3,60,10,18,160,125,1,5,1,30,16,80,300,10,5,0,4,58,2,8,0,41,6,2,0,115,0,4,0,8,4,8,4,8,4,8,4,8,5,6,3,6,3,6,3,7,5,20,3
9,5,Hobgoblin,Hobgoblins,1,2,3,55,10,18,165,130,1,5,1,30,16,80,300,10,5,0,4,58,2,8,0,41,6,2,0,115,0,4,0,8,4,8,4,8,4,8,4,8,5,6,3,6,3,6,3,7,5,20,3
9,6,Hobgoblin,Hobgoblins,1,4,1,55,20,18,165,130,1,5,1,30,16,80,300,10,5,0,4,58,2,8,0,41,6,2,0,115,0,4,0,8,4,8,4,8,4,8,4,8,5,6,3,6,3,6,3,7,5,20,3
9,7,Hobgoblin,Hobgoblins,0,3,1,50,20,18,175,140,1,5,1,35,18,120,400,15,6,0,3,58,2,12,0,41,6,4,0,115,0,5,0,8,6,8,6,8,6,8,6,8,7,6,5,6,5,6,5,7,7,20,4
9,8,Hobgoblin,Hobgoblins,0,5,1,60,20,18,160,125,1,5,1,30,16,80,300,10,5,0,4,58,2,8,0,41,6,2,0,115,0,4,0,8,4,8,4,8,4,8,4,8,5,6,3,6,3,6,3,7,5,20,3
9,9,Hobgoblin,Hobgoblins,1,2,3,55,20,18,165,130,1,5,1,30,16,80,300,10,5,0,4,58,2,8,0,41,6,2,0,115,0,4,0,8,4,8,4,8,4,8,4,8,5,6,3,6,3,6,3,7,5,20,3
9,10,Hobgoblin,Hobgoblins,1,3,1,55,20,18,165,130,1,5,1,30,16,80,300,10,5,0,4,58,2,8,0,41,6,2,0,115,0,4,0,8,4,8,4,8,4,8,4,8,5,6,3,6,3,6,3,7,5,20,3
9,11,Hobgoblin,Hobgoblins,0,1,2,50,20,18,175,140,1,5,1,35,18,120,400,15,6,0,3,58,2,12,0,41,6,4,0,115,0,5,0,8,6,8,6,8,6,8,6,8,7,6,5,6,5,6,5,7,7,20,4
9,12,Hobgoblin,Hobgoblins,0,3,2,60,20,18,160,125,1,5,1,30,16,80,300,10,5,0,4,58,2,8,0,41,6,2,0,115,0,4,0,8,4,8,4,8,4,8,4,8,5,6,3,6,3,6,3,7,5,20,3
9,13,Hobgoblin,Hobgoblins,1,2,3,55,20,18,165,130,1,5,1,30,16,80,300,10,5,0,4,58,2,8,0,41,6,2,0,115,0,4,0,8,4,8,4,8,4,8,4,8,5,6,3,6,3,6,3,7,5,20,3
9,14,Hobgoblin,Hobgoblins,1,3,1,55,20,18,165,130,1,5,1,30,16,80,300,10,5,0,4,58,2,8,0,41,6,2,0,115,0,4,0,8,4,8,4,8,4,8,4,8,5,6,3,6,3,6,3,7,5,20,3
9,15,Hobgoblin,Hobgoblins,0,2,2,50,20,18,175,140,1,5,1,35,18,120,400,15,6,0,3,58,2,12,0,41,6,4,0,115,0,5,0,8,6,8,6,8,6,8,6,8,7,6,5,6,5,6,5,7,7,20,4
9,16,Hobgoblin,Hobgoblins,0,4,2,60,25,18,160,125,1,5,1,30,16,80,300,10,5,0,4,58,2,8,0,41,6,2,0,115,0,4,0,8,4,8,4,8,4,8,4,8,5,6,3,6,3,6,3,7,5,20,3
9,17,Hobgoblin,Hobgoblins,1,3,3,55,25,18,165,130,1,5,1,30,16,80,300,10,5,0,4,58,2,8,0,41,6,2,0,115,0,4,0,8,4,8,4,8,4,8,4,8,5,6,3,6,3,6,3,7,5,20,3
9,18,Hobgoblin,Hobgoblins,1,3,1,55,25,18,165,130,1,5,1,30,16,80,300,10,5,0,4,58,2,8,0,41,6,2,0,115,0,4,0,8,4,8,4,8,4,8,4,8,5,6,3,6,3,6,3,7,5,20,3
9,19,Hobgoblin,Hobgoblins,0,2,2,50,25,18,175,140,1,5,1,35,18,120,400,15,6,0,3,58,2,12,0,41,6,4,0,115,0,5,0,8,6,8,6,8,6,8,6,8,7,6,5,6,5,6,5,7,7,20,4
9,20,Hobgoblin,Hobgoblins,0,3,2,60,25,18,160,125,1,5,1,30,16,80,300,10,5,0,4,58,2,8,0,41,6,2,0,115,0,4,0,8,4,8,4,8,4,8,4,8,5,6,3,6,3,6,3,7,5,20,3
9,21,Hobgoblin,Hobgoblins,1,4,0,55,25,18,165,130,1,5,1,30,16,80,300,10,5,0,4,58,2,8,0,41,6,2,0,115,0,4,0,8,4,8,4,8,4,8,4,8,5,6,3,6,3,6,3,7,5,20,3
9,22,Hobgoblin,Hobgoblins,1,3,1,55,25,18,165,130,1,5,1,30,16,80,300,10,5,0,4,58,2,8,0,41,6,2,0,115,0,4,0,8,4,8,4,8,4,8,4,8,5,6,3,6,3,6,3,7,5,20,3
9,23,Hobgoblin,Hobgoblins,0,3,2,50,25,18,175,140,1,5,1,35,18,120,400,15,6,0,3,58,2,12,0,41,6,4,0,115,0,5,0,8,6,8,6,8,6,8,6,8,7,6,5,6,5,6,5,7,7,20,4
9,24,Silver Ogre,Silver Ogres,0,3,3,50,0,20,150,160,11,4,1,32,16,65,130,7,3,4,7,38,1,1,0,102,4,0,0,115,2,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
9,25,Silver Ogre,Silver Ogres,1,3,2,50,0,20,160,170,11,4,1,32,16,65,130,7,3,4,7,38,1,1,0,102,4,0,0,115,2,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
9,26,Silver Ogre,Silver Ogres,0,2,2,45,0,20,160,170,11,5,1,36,17,80,180,9,3,5,7,38,1,3,2,40,4,0,0,115,2,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
9,27,Silver Ogre,Silver Ogres,1,1,2,45,0,20,170,180,11,5,1,36,17,80,180,9,3,5,7,38,1,3,2,40,4,0,0,115,2,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
9,28,Silver Ogre,Silver Ogres,0,1,1,40,0,20,170,175,11,6,1,40,18,100,230,11,3,6,6,38,1,5,2,41,5,0,0,115,2,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
9,29,Spinorpion,Spinorpions,0,2,3,25,0,0,190,200,5,5,1,32,17,80,350,9,2,3,4,2,4,2,0,13,1,12,0,14,253,0,1,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
9,30,Spinorpion,Spinorpions,0,4,1,20,0,0,190,200,5,5,1,32,17,80,350,9,2,3,4,2,4,2,0,13,1,12,0,14,253,0,1,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
9,31,Spinorpion,Spinorpions,1,2,2,17,0,0,200,225,5,5,1,32,17,80,350,9,2,3,4,2,4,2,0,13,1,12,0,14,253,0,1,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
9,32,Spinorpion,Spinorpions,1,3,1,17,0,0,200,225,5,5,1,32,17,80,350,9,2,3,4,2,4,2,0,13,1,12,0,14,253,0,1,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
9,33,Spinorpion,Spinorpions,0,1,2,14,0,0,215,250,5,5,1,36,18,120,400,9,2,2,4,2,4,4,0,13,1,14,0,14,254,0,1,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
9,34,Pincer Cobra,Pincer Cobras,0,2,2,10,0,0,280,215,4,6,1,30,16,60,180,6,2,3,5,3,3,3,0,15,255,255,2,17,0,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
9,35,Pincer Cobra,Pincer Cobras,1,3,2,10,0,0,280,215,4,6,1,30,16,60,180,6,2,3,5,3,3,3,0,15,255,255,2,17,0,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
9,36,Pincer Cobra,Pincer Cobras,1,2,1,10,0,0,280,215,4,6,1,30,16,60,180,6,2,3,5,3,3,3,0,15,255,255,2,17,0,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
9,37,Pincer Cobra,Pincer Cobras,0,2,1,10,0,0,280,215,4,6,1,36,18,90,200,6,2,3,5,3,4,3,0,15,255,254,2,17,0,10,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
9,38,Pincer Cobra,Pincer Cobras,1,1,1,10,0,0,280,215,4,6,1,36,18,90,200,6,2,3,5,3,4,3,0,15,255,254,2,17,0,10,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
9,39,Pincer Cobra,Pincer Cobras,2,1,1,10,0,0,280,215,4,6,1,36,18,90,200,6,2,3,5,3,4,3,0,15,255,254,2,17,0,10,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,0,Minotaur,Minotaurs,1,3,1,50,0,10,130,400,10,5,1,25,15,50,300,4,3,3,4,103,255,4,0,103,0,2,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,1,Minotaur,Minotaurs,0,3,2,45,0,15,145,425,10,5,1,27,16,70,400,5,3,3,4,103,255,6,0,103,0,3,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,2,Minotaur,Minotaurs,1,2,2,45,0,20,145,425,10,5,1,27,16,70,400,5,3,3,4,103,255,6,0,103,0,3,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,3,Minotaur,Minotaurs,0,2,1,40,0,20,160,450,10,5,1,29,17,90,500,6,4,2,4,103,255,8,0,103,0,4,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,4,Minotaur,Minotaurs,1,3,1,50,0,15,130,400,10,5,1,25,15,50,300,4,3,3,4,103,255,4,0,103,0,2,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,5,Minotaur,Minotaurs,0,3,2,45,0,15,145,425,10,5,1,27,16,70,400,5,3,3,4,103,255,6,0,103,0,3,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,6,Minotaur,Minotaurs,1,2,2,45,0,20,145,425,10,5,1,27,16,70,400,5,3,3,4,103,255,6,0,103,0,3,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,7,Minotaur,Minotaurs,0,2,1,40,0,20,160,450,10,5,1,29,17,90,500,6,4,2,4,103,255,8,0,103,0,4,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,8,Minotaur,Minotaurs,1,2,1,50,0,15,130,400,10,5,1,25,15,50,300,4,3,3,4,103,255,4,0,103,0,2,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,9,Minotaur,Minotaurs,0,3,1,45,0,15,145,425,10,5,1,27,16,70,400,5,3,3,4,103,255,6,0,103,0,3,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,10,Minotaur,Minotaurs,1,3,2,45,0,20,145,425,10,5,1,27,16,70,400,5,3,3,4,103,255,6,0,103,0,3,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,11,Minotaur,Minotaurs,0,2,2,40,0,20,160,450,10,5,1,29,17,90,500,6,4,2,4,103,255,8,0,103,0,4,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,12,Minotaur,Minotaurs,1,2,1,50,0,10,130,400,10,5,1,25,15,50,300,4,3,3,4,103,255,4,0,103,0,2,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,13,Minotaur,Minotaurs,0,2,1,45,0,15,145,425,10,5,1,27,16,70,400,5,3,3,4,103,255,6,0,103,0,3,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,14,Minotaur,Minotaurs,1,3,1,45,0,20,145,425,10,5,1,27,16,70,400,5,3,3,4,103,255,6,0,103,0,3,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,15,Minotaur,Minotaurs,0,3,2,40,0,20,160,450,10,5,1,29,17,90,500,6,4,2,4,103,255,8,0,103,0,4,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,16,Minotaur,Minotaurs,1,2,2,50,0,10,130,400,10,5,1,25,15,50,300,4,3,3,4,103,255,4,0,103,0,2,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,17,Minotaur,Minotaurs,0,2,1,45,0,15,145,425,10,5,1,27,16,70,400,5,3,3,4,103,255,6,0,103,0,3,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,18,Minotaur,Minotaurs,1,2,1,45,0,20,145,425,10,5,1,27,16,70,400,5,3,3,4,103,255,6,0,103,0,3,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,19,Minotaur,Minotaurs,0,3,1,40,0,20,160,450,10,5,1,29,17,90,500,6,4,2,4,103,255,8,0,103,0,4,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,20,Minotaur,Minotaurs,1,3,2,50,0,15,130,400,10,5,1,25,15,50,300,4,3,3,4,103,255,4,0,103,0,2,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,21,Minotaur,Minotaurs,0,2,2,45,0,15,145,425,10,5,1,27,16,70,400,5,3,3,4,103,255,6,0,103,0,3,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,22,Minotaur,Minotaurs,1,2,1,45,0,20,145,425,10,5,1,27,16,70,400,5,3,3,4,103,255,6,0,103,0,3,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,23,Minotaur,Minotaurs,0,2,2,40,0,20,160,450,10,5,1,29,17,90,500,6,4,2,4,103,255,8,0,103,0,4,0,11,3,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,24,Black Widow,Black Widows,0,4,2,30,0,0,150,200,5,5,1,36,15,60,110,3,3,2,4,3,2,2,0,3,255,0,1,3,5,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,25,Black Widow,Black Widows,1,3,2,25,0,0,160,225,5,5,1,36,15,60,110,3,3,2,4,3,2,2,0,3,255,0,1,3,5,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,26,Black Widow,Black Widows,0,2,3,25,0,0,160,225,5,5,1,42,16,80,130,3,4,2,4,3,2,2,0,3,255,0,1,3,5,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,27,Black Widow,Black Widows,1,3,1,20,0,0,170,250,5,5,1,42,16,80,130,3,4,2,4,3,2,2,0,3,255,0,1,3,5,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,28,Spit Spider,Spit Spiders,0,2,1,20,0,0,170,250,5,6,1,50,18,125,375,5,5,0,2,3,0,251,1,3,2,10,0,18,4,4,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,29,Giant,Giants,0,3,2,40,0,0,180,175,12,3,1,45,19,150,500,4,6,0,8,41,0,20,0,41,1,10,0,41,4,6,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,30,Giant,Giants,1,3,1,40,0,0,180,175,12,3,1,45,19,150,500,4,6,0,8,41,0,20,0,41,1,10,0,41,4,6,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,31,Giant,Giants,0,2,1,35,0,0,190,210,12,3,1,50,20,200,600,6,7,0,8,41,1,24,0,41,1,12,0,41,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,32,Giant,Giants,0,2,1,35,0,0,190,210,12,3,1,50,20,200,600,6,7,0,8,41,1,24,0,41,1,12,0,41,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,33,Giant,Giants,0,1,2,35,0,0,200,210,12,3,1,50,20,200,600,6,7,0,8,41,1,24,0,41,1,12,0,41,4,8,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
10,34,Wyvern,Wyverns,0,1,1,50,40,50,250,600,9,4,1,24,16,300,400,30,7,0,2,2,3,6,0,3,3,10,0,4,253,40,0,6,7,4,3,1,3,8,9,0,4,3,3,1,2,12,5,11,12,15,6
10,35,Wyvern,Wyverns,0,1,1,50,40,50,250,600,9,4,1,24,16,300,400,30,7,0,2,2,3,6,0,3,3,10,0,4,253,40,0,6,7,4,3,1,3,8,9,0,4,3,3,1,2,12,5,11,12,15,6
10,36,Wyvern,Wyverns,0,1,1,50,40,50,250,600,9,4,1,24,16,300,400,30,7,0,2,2,3,6,0,3,3,10,0,4,253,40,0,6,7,4,3,1,3,8,9,0,4,3,3,1,2,12,5,11,12,15,6
10,37,Wyvern,Wyverns,1,1,1,50,40,50,250,630,9,4,1,24,16,300,400,30,7,0,2,2,3,6,0,3,3,10,0,4,253,40,0,6,7,4,3,1,3,8,9,0,4,3,3,1,2,12,5,11,12,15,6
10,38,Wyvern,Wyverns,1,1,1,50,40,50,250,630,9,4,1,24,16,300,400,30,7,0,2,2,3,6,0,3,3,10,0,4,253,40,0,6,7,4,3,1,3,8,9,0,4,3,3,1,2,12,5,11,12,15,6
10,39,Wyvern,Wyverns,0,1,1,50,40,50,300,675,9,4,1,26,17,330,600,34,8,0,2,2,4,6,0,3,3,15,0,4,253,45,0,6,8,4,4,1,4,8,10,0,5,3,4,1,3,12,5,11,12,15,7
11,0,Ghost,Ghosts,0,5,2,60,90,20,180,45,6,4,1,24,14,50,200,5,2,9,7,2,3,0,0,2,1,0,0,2,255,4,0,6,3,6,5,8,5,6,4,21,4,8,9,4,3,7,10,0,3,9,4
11,1,Ghost,Ghosts,1,4,3,60,60,20,150,45,6,4,1,24,14,50,200,5,2,9,7,2,3,0,0,2,1,0,0,2,255,4,0,6,3,6,5,8,5,6,4,21,4,8,9,4,3,7,10,0,3,9,4
11,2,Ghost,Ghosts,0,4,3,50,60,20,150,60,6,4,1,26,15,80,300,8,3,9,7,2,4,2,0,2,2,4,0,2,255,8,0,6,4,6,6,8,7,7,11,21,5,10,5,4,4,7,11,0,4,9,5
11,3,Ghost,Ghosts,1,3,4,50,60,20,150,60,6,4,1,26,15,80,300,8,3,9,7,2,4,2,0,2,2,4,0,2,255,8,0,6,4,6,6,8,7,7,11,21,5,10,5,4,4,7,11,0,4,9,5
11,4,Ghost,Ghosts,0,5,2,60,60,20,150,45,6,4,1,24,14,50,200,5,2,9,7,2,3,0,0,2,1,0,0,2,255,4,0,6,3,6,5,8,5,6,4,21,4,8,9,4,3,7,10,0,3,9,4
11,5,Ghost,Ghosts,1,4,3,60,60,20,150,45,6,4,1,24,14,50,200,5,2,9,7,2,3,0,0,2,1,0,0,2,255,4,0,6,3,6,5,8,5,6,4,21,4,8,9,4,3,7,10,0,3,9,4
11,6,Ghost,Ghosts,0,4,3,50,60,20,150,60,6,4,1,26,15,80,300,8,3,9,7,2,4,2,0,2,2,4,0,2,255,8,0,6,4,6,6,8,7,7,11,21,5,10,5,4,4,7,11,0,4,9,5
11,7,Ghost,Ghosts,1,3,4,50,60,20,150,60,6,4,1,26,15,80,300,8,3,9,7,2,4,2,0,2,2,4,0,2,255,8,0,6,4,6,6,8,7,7,11,21,5,10,5,4,4,7,11,0,4,9,5
11,8,Skeletal Warrior,Skeletal Warriors,2,4,2,15,0,12,120,30,7,3,1,26,11,25,150,2,3,3,9,40,0,4,0,40,0,3,0,40,2,1,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,9,Skeletal Warrior,Skeletal Warriors,1,3,2,18,0,12,125,35,7,3,1,32,13,35,200,4,3,3,8,40,0,5,0,40,1,4,0,40,3,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,10,Skeletal Warrior,Skeletal Warriors,1,2,3,18,0,12,125,35,7,3,1,32,13,35,200,4,3,3,8,40,0,5,0,40,1,4,0,40,3,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,11,Skeletal Warrior,Skeletal Warriors,0,1,3,25,0,12,130,40,7,3,1,39,15,47,250,6,4,3,8,40,0,7,0,40,2,5,0,40,3,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,12,Skeletal Warrior,Skeletal Warriors,2,2,2,15,0,12,120,30,7,3,1,26,11,25,150,2,3,3,9,40,0,4,0,40,0,3,0,40,2,1,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,13,Skeletal Warrior,Skeletal Warriors,1,3,2,18,0,12,125,35,7,3,1,32,13,35,200,4,3,3,8,40,0,5,0,40,1,4,0,40,3,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,14,Skeletal Warrior,Skeletal Warriors,1,2,3,18,0,12,125,35,7,3,1,32,13,35,200,4,3,3,8,40,0,5,0,40,1,4,0,40,3,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,15,Skeletal Warrior,Skeletal Warriors,0,2,3,25,0,12,130,40,7,3,1,39,15,47,250,6,4,3,8,40,0,7,0,40,2,5,0,40,3,3,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,16,Zombie,Zombies,0,2,2,30,0,10,130,60,7,3,1,26,16,31,300,0,2,2,6,1,1,0,0,1,0,2,0,1,0,4,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,17,Zombie,Zombies,1,2,3,30,0,10,130,60,7,3,1,26,16,31,300,0,2,2,6,1,1,0,0,1,0,2,0,1,0,4,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,18,Zombie,Zombies,2,1,1,30,0,10,130,60,7,3,1,26,16,31,300,0,2,2,6,1,1,0,0,1,0,2,0,1,0,4,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,19,Zombie,Zombies,1,2,2,20,0,15,140,75,7,3,1,30,17,40,350,2,3,2,5,1,2,0,0,1,1,3,0,1,0,6,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,20,Zombie,Zombies,0,1,2,30,0,10,130,60,7,3,1,26,16,31,300,0,2,2,6,1,1,0,0,1,0,2,0,1,0,4,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,21,Zombie,Zombies,1,1,3,30,0,10,130,60,7,3,1,26,16,31,300,0,2,2,6,1,1,0,0,1,0,2,0,1,0,4,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,22,Zombie,Zombies,2,2,1,30,0,10,130,60,7,3,1,26,16,31,300,0,2,2,6,1,1,0,0,1,0,2,0,1,0,4,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,23,Zombie,Zombies,1,1,2,20,0,15,140,75,7,3,1,30,17,40,350,2,3,2,5,1,2,0,0,1,1,3,0,1,0,6,2,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,24,Black Widow,Black Widows,0,2,2,50,0,0,140,70,5,5,1,36,15,60,110,3,3,2,4,3,2,2,0,3,255,0,1,3,5,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,25,Black Widow,Black Widows,1,2,1,50,0,0,140,70,5,5,1,36,15,60,110,3,3,2,4,3,2,2,0,3,255,0,1,3,5,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,26,Black Widow,Black Widows,0,1,2,40,0,0,155,90,5,5,1,42,16,80,130,3,4,2,4,3,2,2,0,3,255,0,1,3,5,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,27,Black Widow,Black Widows,0,2,1,40,0,0,155,90,5,5,1,42,16,80,130,3,4,2,4,3,2,2,0,3,255,0,1,3,5,2,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,28,Nightmare,Nightmares,0,2,1,20,0,25,250,400,10,6,1,28,14,100,500,18,6,2,4,83,0,8,0,2,2,3,0,1,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,29,Nightmare,Nightmares,1,1,2,20,0,25,260,425,10,6,1,28,14,100,500,18,6,2,4,83,0,8,0,2,2,3,0,1,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,30,Nightmare,Nightmares,1,2,1,20,0,25,260,425,10,6,1,28,14,100,500,18,6,2,4,83,0,8,0,2,2,3,0,1,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,31,Nightmare,Nightmares,0,1,1,15,0,25,280,450,10,6,1,32,15,120,600,21,6,0,4,83,0,8,0,2,2,3,0,1,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,32,Banshee,Banshees,0,2,2,20,0,50,175,225,6,5,1,40,17,275,600,15,3,7,6,2,6,0,0,7,2,250,2,2,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
11,33,Banshee,Banshees,1,2,1,20,0,50,175,225,6,5,1,40,17,275,600,15,3,7,6,2,6,0,0,7,2,250,2,2,2,0,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0,255,0
